record_id,relation,carrier,subclass,confirmation_eligible,support_id,support_depth,support_families,support_columns,support_values,support_definition,support_query_json,n_site_rows,n_complement_rows,generation_status
Cp2_vs_Cp3__stability_core_3,Cp2_vs_Cp3,stability_core_3,C2_localization-limited,True,21022befbb0e1aab2a07,1,seam_relative,seam_relative_region,intermediate,seam_relative:seam_relative_region=intermediate,"[{""column"": ""seam_relative_region"", ""operator"": ""eq"", ""support_family"": ""seam_relative"", ""value"": ""intermediate""}]",24,42,generated_from_frozen_vocabulary
Cp2_vs_Cp3__stability_core_3,Cp2_vs_Cp3,stability_core_3,C2_localization-limited,True,4a8778b37c9e858c2b55,1,transition,transition,4→5,transition:transition=4→5,"[{""column"": ""transition"", ""operator"": ""eq"", ""support_family"": ""transition"", ""value"": ""4\u21925""}]",24,42,generated_from_frozen_vocabulary
Cp2_vs_Cp3__stability_core_3,Cp2_vs_Cp3,stability_core_3,C2_localization-limited,True,4487ed03ba052140cc42,1,transition,transition,5→6,transition:transition=5→6,"[{""column"": ""transition"", ""operator"": ""eq"", ""support_family"": ""transition"", ""value"": ""5\u21926""}]",24,42,generated_from_frozen_vocabulary
Cp2_vs_Cp3__stability_core_3,Cp2_vs_Cp3,stability_core_3,C2_localization-limited,True,890e6d08d9d2cd59f857,1,seam_relative,seam_relative_region,near,seam_relative:seam_relative_region=near,"[{""column"": ""seam_relative_region"", ""operator"": ""eq"", ""support_family"": ""seam_relative"", ""value"": ""near""}]",22,44,generated_from_frozen_vocabulary
Cp2_vs_Cp3__stability_core_3,Cp2_vs_Cp3,stability_core_3,C2_localization-limited,True,c683c10822cc59ae7587,1,seam_relative,seam_relative_region,far,seam_relative:seam_relative_region=far,"[{""column"": ""seam_relative_region"", ""operator"": ""eq"", ""support_family"": ""seam_relative"", ""value"": ""far""}]",20,46,generated_from_frozen_vocabulary
Cp2_vs_Cp3__stability_core_3,Cp2_vs_Cp3,stability_core_3,C2_localization-limited,True,3e971f0bc08c8189f389,1,route_or_path,dominant_family,mixed,route_or_path:dominant_family=mixed,"[{""column"": ""dominant_family"", ""operator"": ""eq"", ""support_family"": ""route_or_path"", ""value"": ""mixed""}]",18,48,generated_from_frozen_vocabulary
Cp2_vs_Cp3__stability_core_3,Cp2_vs_Cp3,stability_core_3,C2_localization-limited,True,637bb5cb5939565c1f34,1,object,object,density_core,object:object=density_core,"[{""column"": ""object"", ""operator"": ""eq"", ""support_family"": ""object"", ""value"": ""density_core""}]",12,54,generated_from_frozen_vocabulary
Cp2_vs_Cp3__stability_core_3,Cp2_vs_Cp3,stability_core_3,C2_localization-limited,True,e135078117114f02aa37,1,route_or_path,dominant_family,support,route_or_path:dominant_family=support,"[{""column"": ""dominant_family"", ""operator"": ""eq"", ""support_family"": ""route_or_path"", ""value"": ""support""}]",12,54,generated_from_frozen_vocabulary
Cp2_vs_Cp3__stability_core_3,Cp2_vs_Cp3,stability_core_3,C2_localization-limited,True,72b9f48eeec38e892701,1,cohort,cohort,after,cohort:cohort=after,"[{""column"": ""cohort"", ""operator"": ""eq"", ""support_family"": ""cohort"", ""value"": ""after""}]",11,55,generated_from_frozen_vocabulary
Cp2_vs_Cp3__stability_core_3,Cp2_vs_Cp3,stability_core_3,C2_localization-limited,True,6b0045c0b5d5cdcc487d,1,cohort,cohort,before,cohort:cohort=before,"[{""column"": ""cohort"", ""operator"": ""eq"", ""support_family"": ""cohort"", ""value"": ""before""}]",11,55,generated_from_frozen_vocabulary
Cp2_vs_Cp3__stability_core_3,Cp2_vs_Cp3,stability_core_3,C2_localization-limited,True,46aea4e6ba66828b7ce8,1,cohort,cohort,entered,cohort:cohort=entered,"[{""column"": ""cohort"", ""operator"": ""eq"", ""support_family"": ""cohort"", ""value"": ""entered""}]",11,55,generated_from_frozen_vocabulary
Cp2_vs_Cp3__stability_core_3,Cp2_vs_Cp3,stability_core_3,C2_localization-limited,True,bc28cf93e8ba954b93f5,1,cohort,cohort,exited,cohort:cohort=exited,"[{""column"": ""cohort"", ""operator"": ""eq"", ""support_family"": ""cohort"", ""value"": ""exited""}]",11,55,generated_from_frozen_vocabulary
Cp2_vs_Cp3__stability_core_3,Cp2_vs_Cp3,stability_core_3,C2_localization-limited,True,fb44ab2a8abcc889e6ac,1,cohort,cohort,persisted,cohort:cohort=persisted,"[{""column"": ""cohort"", ""operator"": ""eq"", ""support_family"": ""cohort"", ""value"": ""persisted""}]",11,55,generated_from_frozen_vocabulary
Cp2_vs_Cp3__stability_core_3,Cp2_vs_Cp3,stability_core_3,C2_localization-limited,True,28ecf7e42b861405b6b3,1,cohort,cohort,union,cohort:cohort=union,"[{""column"": ""cohort"", ""operator"": ""eq"", ""support_family"": ""cohort"", ""value"": ""union""}]",11,55,generated_from_frozen_vocabulary
Cp2_vs_Cp3__stability_core_3,Cp2_vs_Cp3,stability_core_3,C2_localization-limited,True,6c2495d1ea8bb1b0e185,2,transition|scale_band,transition|scale_band,4→5|early,transition:transition=4→5 AND scale_band:scale_band=early,"[{""column"": ""transition"", ""operator"": ""eq"", ""support_family"": ""transition"", ""value"": ""4\u21925""}, {""column"": ""scale_band"", ""operator"": ""eq"", ""support_family"": ""scale_band"", ""value"": ""early""}]",24,42,generated_from_frozen_vocabulary
Cp2_vs_Cp3__stability_core_3,Cp2_vs_Cp3,stability_core_3,C2_localization-limited,True,6951c09dfc251bd9f7db,2,transition|scale_band,transition|scale_band,5→6|middle,transition:transition=5→6 AND scale_band:scale_band=middle,"[{""column"": ""transition"", ""operator"": ""eq"", ""support_family"": ""transition"", ""value"": ""5\u21926""}, {""column"": ""scale_band"", ""operator"": ""eq"", ""support_family"": ""scale_band"", ""value"": ""middle""}]",24,42,generated_from_frozen_vocabulary
Cp2_vs_Cp3__stability_core_3,Cp2_vs_Cp3,stability_core_3,C2_localization-limited,True,69824d64880b538a0d6a,2,scale_band|route_or_path,scale_band|dominant_family,early|mixed,scale_band:scale_band=early AND route_or_path:dominant_family=mixed,"[{""column"": ""scale_band"", ""operator"": ""eq"", ""support_family"": ""scale_band"", ""value"": ""early""}, {""column"": ""dominant_family"", ""operator"": ""eq"", ""support_family"": ""route_or_path"", ""value"": ""mixed""}]",18,48,generated_from_frozen_vocabulary
Cp2_vs_Cp3__stability_core_3,Cp2_vs_Cp3,stability_core_3,C2_localization-limited,True,114bd7932e0008f8ef79,2,scale_band|seam_relative,scale_band|seam_relative_region,early|near,scale_band:scale_band=early AND seam_relative:seam_relative_region=near,"[{""column"": ""scale_band"", ""operator"": ""eq"", ""support_family"": ""scale_band"", ""value"": ""early""}, {""column"": ""seam_relative_region"", ""operator"": ""eq"", ""support_family"": ""seam_relative"", ""value"": ""near""}]",16,50,generated_from_frozen_vocabulary
Cp2_vs_Cp3__stability_core_3,Cp2_vs_Cp3,stability_core_3,C2_localization-limited,True,91c6478a721ba3bc9c95,2,object|scale_band,object|scale_band,density_core|early,object:object=density_core AND scale_band:scale_band=early,"[{""column"": ""object"", ""operator"": ""eq"", ""support_family"": ""object"", ""value"": ""density_core""}, {""column"": ""scale_band"", ""operator"": ""eq"", ""support_family"": ""scale_band"", ""value"": ""early""}]",12,54,generated_from_frozen_vocabulary
Cp2_vs_Cp3__stability_core_3,Cp2_vs_Cp3,stability_core_3,C2_localization-limited,True,bc7a9fcee7d23e4d8a78,2,object|route_or_path,object|dominant_family,frobenius_ridge|shape,object:object=frobenius_ridge AND route_or_path:dominant_family=shape,"[{""column"": ""object"", ""operator"": ""eq"", ""support_family"": ""object"", ""value"": ""frobenius_ridge""}, {""column"": ""dominant_family"", ""operator"": ""eq"", ""support_family"": ""route_or_path"", ""value"": ""shape""}]",12,54,generated_from_frozen_vocabulary
Cp2_vs_Cp3__stability_core_3,Cp2_vs_Cp3,stability_core_3,C2_localization-limited,True,d9e1e979564b9bcd1009,2,object|scale_band,object|scale_band,frobenius_ridge|early,object:object=frobenius_ridge AND scale_band:scale_band=early,"[{""column"": ""object"", ""operator"": ""eq"", ""support_family"": ""object"", ""value"": ""frobenius_ridge""}, {""column"": ""scale_band"", ""operator"": ""eq"", ""support_family"": ""scale_band"", ""value"": ""early""}]",12,54,generated_from_frozen_vocabulary
Cp2_vs_Cp3__stability_core_3,Cp2_vs_Cp3,stability_core_3,C2_localization-limited,True,8c82bb18ee1cd26972c7,2,object|scale_band,object|scale_band,frobenius_ridge|middle,object:object=frobenius_ridge AND scale_band:scale_band=middle,"[{""column"": ""object"", ""operator"": ""eq"", ""support_family"": ""object"", ""value"": ""frobenius_ridge""}, {""column"": ""scale_band"", ""operator"": ""eq"", ""support_family"": ""scale_band"", ""value"": ""middle""}]",12,54,generated_from_frozen_vocabulary
Cp2_vs_Cp3__stability_core_3,Cp2_vs_Cp3,stability_core_3,C2_localization-limited,True,5dad0b4192598d7b068e,2,object|transition,object|transition,frobenius_ridge|4→5,object:object=frobenius_ridge AND transition:transition=4→5,"[{""column"": ""object"", ""operator"": ""eq"", ""support_family"": ""object"", ""value"": ""frobenius_ridge""}, {""column"": ""transition"", ""operator"": ""eq"", ""support_family"": ""transition"", ""value"": ""4\u21925""}]",12,54,generated_from_frozen_vocabulary
Cp2_vs_Cp3__stability_core_3,Cp2_vs_Cp3,stability_core_3,C2_localization-limited,True,ed988be383463dcc44e6,2,object|transition,object|transition,frobenius_ridge|5→6,object:object=frobenius_ridge AND transition:transition=5→6,"[{""column"": ""object"", ""operator"": ""eq"", ""support_family"": ""object"", ""value"": ""frobenius_ridge""}, {""column"": ""transition"", ""operator"": ""eq"", ""support_family"": ""transition"", ""value"": ""5\u21926""}]",12,54,generated_from_frozen_vocabulary
Cp2_vs_Cp3__stability_core_3,Cp2_vs_Cp3,stability_core_3,C2_localization-limited,True,32d6d4d227ce830298f2,2,object|route_or_path,object|dominant_family,response_ridge|shape,object:object=response_ridge AND route_or_path:dominant_family=shape,"[{""column"": ""object"", ""operator"": ""eq"", ""support_family"": ""object"", ""value"": ""response_ridge""}, {""column"": ""dominant_family"", ""operator"": ""eq"", ""support_family"": ""route_or_path"", ""value"": ""shape""}]",12,54,generated_from_frozen_vocabulary
Cp2_vs_Cp3__stability_core_3,Cp2_vs_Cp3,stability_core_3,C2_localization-limited,True,0a429fc638809da0a204,2,object|scale_band,object|scale_band,response_ridge|early,object:object=response_ridge AND scale_band:scale_band=early,"[{""column"": ""object"", ""operator"": ""eq"", ""support_family"": ""object"", ""value"": ""response_ridge""}, {""column"": ""scale_band"", ""operator"": ""eq"", ""support_family"": ""scale_band"", ""value"": ""early""}]",12,54,generated_from_frozen_vocabulary
Cp2_vs_Cp3__stability_core_3,Cp2_vs_Cp3,stability_core_3,C2_localization-limited,True,9b98f84a5c3d1f151ac9,2,object|scale_band,object|scale_band,response_ridge|middle,object:object=response_ridge AND scale_band:scale_band=middle,"[{""column"": ""object"", ""operator"": ""eq"", ""support_family"": ""object"", ""value"": ""response_ridge""}, {""column"": ""scale_band"", ""operator"": ""eq"", ""support_family"": ""scale_band"", ""value"": ""middle""}]",12,54,generated_from_frozen_vocabulary
Cp2_vs_Cp3__stability_core_3,Cp2_vs_Cp3,stability_core_3,C2_localization-limited,True,dc6f1da4235f44eedf38,2,object|transition,object|transition,response_ridge|4→5,object:object=response_ridge AND transition:transition=4→5,"[{""column"": ""object"", ""operator"": ""eq"", ""support_family"": ""object"", ""value"": ""response_ridge""}, {""column"": ""transition"", ""operator"": ""eq"", ""support_family"": ""transition"", ""value"": ""4\u21925""}]",12,54,generated_from_frozen_vocabulary
Cp2_vs_Cp3__stability_core_3,Cp2_vs_Cp3,stability_core_3,C2_localization-limited,True,dd0389d3b9031cf388c6,2,object|transition,object|transition,response_ridge|5→6,object:object=response_ridge AND transition:transition=5→6,"[{""column"": ""object"", ""operator"": ""eq"", ""support_family"": ""object"", ""value"": ""response_ridge""}, {""column"": ""transition"", ""operator"": ""eq"", ""support_family"": ""transition"", ""value"": ""5\u21926""}]",12,54,generated_from_frozen_vocabulary
Cp2_vs_Cp3__stability_core_3,Cp2_vs_Cp3,stability_core_3,C2_localization-limited,True,f5cb1d928e296127ebea,2,scale_band|route_or_path,scale_band|dominant_family,early|shape,scale_band:scale_band=early AND route_or_path:dominant_family=shape,"[{""column"": ""scale_band"", ""operator"": ""eq"", ""support_family"": ""scale_band"", ""value"": ""early""}, {""column"": ""dominant_family"", ""operator"": ""eq"", ""support_family"": ""route_or_path"", ""value"": ""shape""}]",12,54,generated_from_frozen_vocabulary
Cp2_vs_Cp3__stability_core_3,Cp2_vs_Cp3,stability_core_3,C2_localization-limited,True,0262d70dda595cb6cda6,2,scale_band|seam_relative,scale_band|seam_relative_region,early|intermediate,scale_band:scale_band=early AND seam_relative:seam_relative_region=intermediate,"[{""column"": ""scale_band"", ""operator"": ""eq"", ""support_family"": ""scale_band"", ""value"": ""early""}, {""column"": ""seam_relative_region"", ""operator"": ""eq"", ""support_family"": ""seam_relative"", ""value"": ""intermediate""}]",12,54,generated_from_frozen_vocabulary
Cp2_vs_Cp3__stability_core_3,Cp2_vs_Cp3,stability_core_3,C2_localization-limited,True,405680b9d076da9fd0cb,2,scale_band|route_or_path,scale_band|dominant_family,middle|shape,scale_band:scale_band=middle AND route_or_path:dominant_family=shape,"[{""column"": ""scale_band"", ""operator"": ""eq"", ""support_family"": ""scale_band"", ""value"": ""middle""}, {""column"": ""dominant_family"", ""operator"": ""eq"", ""support_family"": ""route_or_path"", ""value"": ""shape""}]",12,54,generated_from_frozen_vocabulary
Cp2_vs_Cp3__stability_core_3,Cp2_vs_Cp3,stability_core_3,C2_localization-limited,True,2888fd75f94cba26a45c,2,scale_band|route_or_path,scale_band|dominant_family,middle|support,scale_band:scale_band=middle AND route_or_path:dominant_family=support,"[{""column"": ""scale_band"", ""operator"": ""eq"", ""support_family"": ""scale_band"", ""value"": ""middle""}, {""column"": ""dominant_family"", ""operator"": ""eq"", ""support_family"": ""route_or_path"", ""value"": ""support""}]",12,54,generated_from_frozen_vocabulary
Cp2_vs_Cp3__stability_core_3,Cp2_vs_Cp3,stability_core_3,C2_localization-limited,True,8d0858b65a564a46e221,2,seam_relative|route_or_path,seam_relative_region|dominant_family,far|shape,seam_relative:seam_relative_region=far AND route_or_path:dominant_family=shape,"[{""column"": ""seam_relative_region"", ""operator"": ""eq"", ""support_family"": ""seam_relative"", ""value"": ""far""}, {""column"": ""dominant_family"", ""operator"": ""eq"", ""support_family"": ""route_or_path"", ""value"": ""shape""}]",12,54,generated_from_frozen_vocabulary
Cp2_vs_Cp3__stability_core_3,Cp2_vs_Cp3,stability_core_3,C2_localization-limited,True,2fc6603d31c2c97e3379,2,seam_relative|route_or_path,seam_relative_region|dominant_family,near|shape,seam_relative:seam_relative_region=near AND route_or_path:dominant_family=shape,"[{""column"": ""seam_relative_region"", ""operator"": ""eq"", ""support_family"": ""seam_relative"", ""value"": ""near""}, {""column"": ""dominant_family"", ""operator"": ""eq"", ""support_family"": ""route_or_path"", ""value"": ""shape""}]",12,54,generated_from_frozen_vocabulary
Cp2_vs_Cp3__stability_core_3,Cp2_vs_Cp3,stability_core_3,C2_localization-limited,True,3dcd864b683f20fc66ea,2,transition|route_or_path,transition|dominant_family,4→5|mixed,transition:transition=4→5 AND route_or_path:dominant_family=mixed,"[{""column"": ""transition"", ""operator"": ""eq"", ""support_family"": ""transition"", ""value"": ""4\u21925""}, {""column"": ""dominant_family"", ""operator"": ""eq"", ""support_family"": ""route_or_path"", ""value"": ""mixed""}]",12,54,generated_from_frozen_vocabulary
Cp2_vs_Cp3__stability_core_3,Cp2_vs_Cp3,stability_core_3,C2_localization-limited,True,cc568e97deb43e0cc680,2,transition|route_or_path,transition|dominant_family,4→5|shape,transition:transition=4→5 AND route_or_path:dominant_family=shape,"[{""column"": ""transition"", ""operator"": ""eq"", ""support_family"": ""transition"", ""value"": ""4\u21925""}, {""column"": ""dominant_family"", ""operator"": ""eq"", ""support_family"": ""route_or_path"", ""value"": ""shape""}]",12,54,generated_from_frozen_vocabulary
Cp2_vs_Cp3__stability_core_3,Cp2_vs_Cp3,stability_core_3,C2_localization-limited,True,2b6e1bc2ed1d6c47b3e0,2,transition|route_or_path,transition|dominant_family,5→6|shape,transition:transition=5→6 AND route_or_path:dominant_family=shape,"[{""column"": ""transition"", ""operator"": ""eq"", ""support_family"": ""transition"", ""value"": ""5\u21926""}, {""column"": ""dominant_family"", ""operator"": ""eq"", ""support_family"": ""route_or_path"", ""value"": ""shape""}]",12,54,generated_from_frozen_vocabulary
Cp2_vs_Cp3__stability_core_3,Cp2_vs_Cp3,stability_core_3,C2_localization-limited,True,47503d31c2dd8f237ba6,2,transition|route_or_path,transition|dominant_family,5→6|support,transition:transition=5→6 AND route_or_path:dominant_family=support,"[{""column"": ""transition"", ""operator"": ""eq"", ""support_family"": ""transition"", ""value"": ""5\u21926""}, {""column"": ""dominant_family"", ""operator"": ""eq"", ""support_family"": ""route_or_path"", ""value"": ""support""}]",12,54,generated_from_frozen_vocabulary
Cp2_vs_Cp3__stability_core_3,Cp2_vs_Cp3,stability_core_3,C2_localization-limited,True,85f2313f50b631945aeb,2,scale_band|seam_relative,scale_band|seam_relative_region,middle|intermediate,scale_band:scale_band=middle AND seam_relative:seam_relative_region=intermediate,"[{""column"": ""scale_band"", ""operator"": ""eq"", ""support_family"": ""scale_band"", ""value"": ""middle""}, {""column"": ""seam_relative_region"", ""operator"": ""eq"", ""support_family"": ""seam_relative"", ""value"": ""intermediate""}]",10,56,generated_from_frozen_vocabulary
Cp2_vs_Cp3__stability_core_3,Cp2_vs_Cp3,stability_core_3,C2_localization-limited,True,7fc688592fd0872f375d,2,seam_relative|route_or_path,seam_relative_region|dominant_family,intermediate|mixed,seam_relative:seam_relative_region=intermediate AND route_or_path:dominant_family=mixed,"[{""column"": ""seam_relative_region"", ""operator"": ""eq"", ""support_family"": ""seam_relative"", ""value"": ""intermediate""}, {""column"": ""dominant_family"", ""operator"": ""eq"", ""support_family"": ""route_or_path"", ""value"": ""mixed""}]",10,56,generated_from_frozen_vocabulary
Cp2_vs_Cp3__stability_core_3,Cp2_vs_Cp3,stability_core_3,C2_localization-limited,True,9ce84650fa826edfcd69,2,transition|seam_relative,transition|seam_relative_region,4→5|near,transition:transition=4→5 AND seam_relative:seam_relative_region=near,"[{""column"": ""transition"", ""operator"": ""eq"", ""support_family"": ""transition"", ""value"": ""4\u21925""}, {""column"": ""seam_relative_region"", ""operator"": ""eq"", ""support_family"": ""seam_relative"", ""value"": ""near""}]",10,56,generated_from_frozen_vocabulary
Cp2_vs_Cp3__stability_core_3,Cp2_vs_Cp3,stability_core_3,C2_localization-limited,True,97da42de32d6c02331b7,2,transition|seam_relative,transition|seam_relative_region,5→6|intermediate,transition:transition=5→6 AND seam_relative:seam_relative_region=intermediate,"[{""column"": ""transition"", ""operator"": ""eq"", ""support_family"": ""transition"", ""value"": ""5\u21926""}, {""column"": ""seam_relative_region"", ""operator"": ""eq"", ""support_family"": ""seam_relative"", ""value"": ""intermediate""}]",10,56,generated_from_frozen_vocabulary
Cp2_vs_Cp3__stability_core_3,Cp2_vs_Cp3,stability_core_3,C2_localization-limited,True,ccc231a932920ce72d0b,2,object|seam_relative,object|seam_relative_region,frobenius_ridge|far,object:object=frobenius_ridge AND seam_relative:seam_relative_region=far,"[{""column"": ""object"", ""operator"": ""eq"", ""support_family"": ""object"", ""value"": ""frobenius_ridge""}, {""column"": ""seam_relative_region"", ""operator"": ""eq"", ""support_family"": ""seam_relative"", ""value"": ""far""}]",8,58,generated_from_frozen_vocabulary
Cp2_vs_Cp3__stability_core_3,Cp2_vs_Cp3,stability_core_3,C2_localization-limited,True,d06d7a8b3a51b805a40c,2,object|seam_relative,object|seam_relative_region,frobenius_ridge|intermediate,object:object=frobenius_ridge AND seam_relative:seam_relative_region=intermediate,"[{""column"": ""object"", ""operator"": ""eq"", ""support_family"": ""object"", ""value"": ""frobenius_ridge""}, {""column"": ""seam_relative_region"", ""operator"": ""eq"", ""support_family"": ""seam_relative"", ""value"": ""intermediate""}]",8,58,generated_from_frozen_vocabulary
Cp2_vs_Cp3__stability_core_3,Cp2_vs_Cp3,stability_core_3,C2_localization-limited,True,b766b86bbf4638de1933,2,object|seam_relative,object|seam_relative_region,frobenius_ridge|near,object:object=frobenius_ridge AND seam_relative:seam_relative_region=near,"[{""column"": ""object"", ""operator"": ""eq"", ""support_family"": ""object"", ""value"": ""frobenius_ridge""}, {""column"": ""seam_relative_region"", ""operator"": ""eq"", ""support_family"": ""seam_relative"", ""value"": ""near""}]",8,58,generated_from_frozen_vocabulary
Cp2_vs_Cp3__stability_core_3,Cp2_vs_Cp3,stability_core_3,C2_localization-limited,True,b8e512f25bcfcd3e6c8a,2,object|seam_relative,object|seam_relative_region,response_ridge|far,object:object=response_ridge AND seam_relative:seam_relative_region=far,"[{""column"": ""object"", ""operator"": ""eq"", ""support_family"": ""object"", ""value"": ""response_ridge""}, {""column"": ""seam_relative_region"", ""operator"": ""eq"", ""support_family"": ""seam_relative"", ""value"": ""far""}]",8,58,generated_from_frozen_vocabulary
Cp2_vs_Cp3__stability_core_3,Cp2_vs_Cp3,stability_core_3,C2_localization-limited,True,fc23aa2cab07a9eaaca1,2,object|seam_relative,object|seam_relative_region,response_ridge|intermediate,object:object=response_ridge AND seam_relative:seam_relative_region=intermediate,"[{""column"": ""object"", ""operator"": ""eq"", ""support_family"": ""object"", ""value"": ""response_ridge""}, {""column"": ""seam_relative_region"", ""operator"": ""eq"", ""support_family"": ""seam_relative"", ""value"": ""intermediate""}]",8,58,generated_from_frozen_vocabulary
Cp2_vs_Cp3__stability_core_3,Cp2_vs_Cp3,stability_core_3,C2_localization-limited,True,0e2fe6b88c1175bfd66a,2,object|seam_relative,object|seam_relative_region,response_ridge|near,object:object=response_ridge AND seam_relative:seam_relative_region=near,"[{""column"": ""object"", ""operator"": ""eq"", ""support_family"": ""object"", ""value"": ""response_ridge""}, {""column"": ""seam_relative_region"", ""operator"": ""eq"", ""support_family"": ""seam_relative"", ""value"": ""near""}]",8,58,generated_from_frozen_vocabulary
Cp2_vs_Cp3__stability_core_3,Cp2_vs_Cp3,stability_core_3,C2_localization-limited,True,a616a65155cc5a355592,2,scale_band|seam_relative,scale_band|seam_relative_region,early|far,scale_band:scale_band=early AND seam_relative:seam_relative_region=far,"[{""column"": ""scale_band"", ""operator"": ""eq"", ""support_family"": ""scale_band"", ""value"": ""early""}, {""column"": ""seam_relative_region"", ""operator"": ""eq"", ""support_family"": ""seam_relative"", ""value"": ""far""}]",8,58,generated_from_frozen_vocabulary
Cp2_vs_Cp3__stability_core_3,Cp2_vs_Cp3,stability_core_3,C2_localization-limited,True,0f1e7a5e5aaeb3fc094b,2,scale_band|seam_relative,scale_band|seam_relative_region,middle|far,scale_band:scale_band=middle AND seam_relative:seam_relative_region=far,"[{""column"": ""scale_band"", ""operator"": ""eq"", ""support_family"": ""scale_band"", ""value"": ""middle""}, {""column"": ""seam_relative_region"", ""operator"": ""eq"", ""support_family"": ""seam_relative"", ""value"": ""far""}]",8,58,generated_from_frozen_vocabulary
Cp2_vs_Cp3__stability_core_3,Cp2_vs_Cp3,stability_core_3,C2_localization-limited,True,b00f0266d85ad405613e,2,transition|seam_relative,transition|seam_relative_region,4→5|far,transition:transition=4→5 AND seam_relative:seam_relative_region=far,"[{""column"": ""transition"", ""operator"": ""eq"", ""support_family"": ""transition"", ""value"": ""4\u21925""}, {""column"": ""seam_relative_region"", ""operator"": ""eq"", ""support_family"": ""seam_relative"", ""value"": ""far""}]",8,58,generated_from_frozen_vocabulary
Cp2_vs_Cp3__stability_core_3,Cp2_vs_Cp3,stability_core_3,C2_localization-limited,True,f9c24c9c5b337d5bb270,2,transition|seam_relative,transition|seam_relative_region,5→6|far,transition:transition=5→6 AND seam_relative:seam_relative_region=far,"[{""column"": ""transition"", ""operator"": ""eq"", ""support_family"": ""transition"", ""value"": ""5\u21926""}, {""column"": ""seam_relative_region"", ""operator"": ""eq"", ""support_family"": ""seam_relative"", ""value"": ""far""}]",8,58,generated_from_frozen_vocabulary
three_way__geometry_scores_only,three_way,geometry_scores_only,C2_localization-limited,True,8b5dfa5e10a30177f4d4,1,route_or_path,dominant_family,shape,route_or_path:dominant_family=shape,"[{""column"": ""dominant_family"", ""operator"": ""eq"", ""support_family"": ""route_or_path"", ""value"": ""shape""}]",42,48,generated_from_frozen_vocabulary
three_way__geometry_scores_only,three_way,geometry_scores_only,C2_localization-limited,True,8eb760d133ac749e3327,1,scale_band,scale_band,early,scale_band:scale_band=early,"[{""column"": ""scale_band"", ""operator"": ""eq"", ""support_family"": ""scale_band"", ""value"": ""early""}]",42,48,generated_from_frozen_vocabulary
three_way__geometry_scores_only,three_way,geometry_scores_only,C2_localization-limited,True,c683c10822cc59ae7587,1,seam_relative,seam_relative_region,far,seam_relative:seam_relative_region=far,"[{""column"": ""seam_relative_region"", ""operator"": ""eq"", ""support_family"": ""seam_relative"", ""value"": ""far""}]",35,55,generated_from_frozen_vocabulary
three_way__geometry_scores_only,three_way,geometry_scores_only,C2_localization-limited,True,fac3537948f2f8e9cd9d,1,scale_band,scale_band,middle,scale_band:scale_band=middle,"[{""column"": ""scale_band"", ""operator"": ""eq"", ""support_family"": ""scale_band"", ""value"": ""middle""}]",30,60,generated_from_frozen_vocabulary
three_way__geometry_scores_only,three_way,geometry_scores_only,C2_localization-limited,True,890e6d08d9d2cd59f857,1,seam_relative,seam_relative_region,near,seam_relative:seam_relative_region=near,"[{""column"": ""seam_relative_region"", ""operator"": ""eq"", ""support_family"": ""seam_relative"", ""value"": ""near""}]",30,60,generated_from_frozen_vocabulary
three_way__geometry_scores_only,three_way,geometry_scores_only,C2_localization-limited,True,4487ed03ba052140cc42,1,transition,transition,5→6,transition:transition=5→6,"[{""column"": ""transition"", ""operator"": ""eq"", ""support_family"": ""transition"", ""value"": ""5\u21926""}]",30,60,generated_from_frozen_vocabulary
three_way__geometry_scores_only,three_way,geometry_scores_only,C2_localization-limited,True,77b7c29ad2ece4dd620e,1,object,object,frobenius_ridge,object:object=frobenius_ridge,"[{""column"": ""object"", ""operator"": ""eq"", ""support_family"": ""object"", ""value"": ""frobenius_ridge""}]",28,62,generated_from_frozen_vocabulary
three_way__geometry_scores_only,three_way,geometry_scores_only,C2_localization-limited,True,bf542bebcc0d0e656f6d,1,object,object,response_ridge,object:object=response_ridge,"[{""column"": ""object"", ""operator"": ""eq"", ""support_family"": ""object"", ""value"": ""response_ridge""}]",28,62,generated_from_frozen_vocabulary
three_way__geometry_scores_only,three_way,geometry_scores_only,C2_localization-limited,True,637bb5cb5939565c1f34,1,object,object,density_core,object:object=density_core,"[{""column"": ""object"", ""operator"": ""eq"", ""support_family"": ""object"", ""value"": ""density_core""}]",24,66,generated_from_frozen_vocabulary
three_way__geometry_scores_only,three_way,geometry_scores_only,C2_localization-limited,True,21022befbb0e1aab2a07,1,seam_relative,seam_relative_region,intermediate,seam_relative:seam_relative_region=intermediate,"[{""column"": ""seam_relative_region"", ""operator"": ""eq"", ""support_family"": ""seam_relative"", ""value"": ""intermediate""}]",24,66,generated_from_frozen_vocabulary
three_way__geometry_scores_only,three_way,geometry_scores_only,C2_localization-limited,True,4a8778b37c9e858c2b55,1,transition,transition,4→5,transition:transition=4→5,"[{""column"": ""transition"", ""operator"": ""eq"", ""support_family"": ""transition"", ""value"": ""4\u21925""}]",24,66,generated_from_frozen_vocabulary
three_way__geometry_scores_only,three_way,geometry_scores_only,C2_localization-limited,True,a03a89d950566bb1a873,1,route_or_path,dominant_family,intrinsic_dimension,route_or_path:dominant_family=intrinsic_dimension,"[{""column"": ""dominant_family"", ""operator"": ""eq"", ""support_family"": ""route_or_path"", ""value"": ""intrinsic_dimension""}]",18,72,generated_from_frozen_vocabulary
